Date,Day of the Week,Location,Time Group,Vehicle Count,Weather Conditions,Road Type,Congestion Level
2024-01-11,Thursday,New Market,Midday (10:30 AM – 2:00 PM),235,Rainy,Flyover,High
2024-01-11,Thursday,New Market,Afternoon (2:00 PM – 4:30 PM),341,Sunny,Highway,High
2024-01-11,Thursday,New Market,Evening Rush (4:30 PM – 8:00 PM),491,Sunny,Commercial Street,Low
2024-01-11,Thursday,New Market,Night (8:00 PM – 11:00 PM),364,Sunny,Commercial Street,Medium
2024-01-11,Thursday,New Market,Late Night (11:00 PM – 5:00 AM),147,Rainy,Highway,High
2024-01-11,Thursday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),334,Cloudy,Entry Point,Low
2024-01-11,Thursday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),192,Cloudy,Residential Street,Low
2024-01-11,Thursday,Dhanmondi,Midday (10:30 AM – 2:00 PM),430,Rainy,Flyover,High
2024-01-11,Thursday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),383,Sunny,Highway,Low
2024-01-11,Thursday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),276,Sunny,Residential Street,High
2024-01-11,Thursday,Dhanmondi,Night (8:00 PM – 11:00 PM),431,Rainy,Highway,Medium
2024-01-11,Thursday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),148,Rainy,Entry Point,High
2024-01-11,Thursday,Paltan,Early Morning (5:00 AM – 7:30 AM),412,Sunny,Commercial Street,High
2024-01-11,Thursday,Paltan,Morning Rush (7:30 AM – 10:30 AM),364,Cloudy,Flyover,Low
2024-01-11,Thursday,Paltan,Midday (10:30 AM – 2:00 PM),302,Cloudy,Entry Point,High
2024-01-11,Thursday,Paltan,Afternoon (2:00 PM – 4:30 PM),309,Sunny,Highway,Medium
2024-01-11,Thursday,Paltan,Evening Rush (4:30 PM – 8:00 PM),167,Sunny,Residential Street,Low
2024-01-11,Thursday,Paltan,Night (8:00 PM – 11:00 PM),450,Sunny,Flyover,High
2024-01-11,Thursday,Paltan,Late Night (11:00 PM – 5:00 AM),407,Sunny,Commercial Street,Low
2024-01-11,Thursday,Malibagh,Early Morning (5:00 AM – 7:30 AM),225,Cloudy,Commercial Street,High
2024-01-11,Thursday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),128,Rainy,Highway,High
2024-01-11,Thursday,Malibagh,Midday (10:30 AM – 2:00 PM),162,Sunny,Highway,Low
2024-01-11,Thursday,Malibagh,Afternoon (2:00 PM – 4:30 PM),466,Rainy,Commercial Street,Low
2024-01-11,Thursday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),421,Sunny,Highway,High
2024-01-11,Thursday,Malibagh,Night (8:00 PM – 11:00 PM),333,Rainy,Entry Point,Medium
2024-01-11,Thursday,Malibagh,Late Night (11:00 PM – 5:00 AM),499,Rainy,Commercial Street,Low
2024-01-11,Thursday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),109,Cloudy,Residential Street,High
2024-01-11,Thursday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),314,Rainy,Flyover,Medium
2024-01-11,Thursday,Keraniganj,Midday (10:30 AM – 2:00 PM),425,Sunny,Flyover,Medium
2024-01-11,Thursday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),416,Sunny,Flyover,High
2024-01-11,Thursday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),322,Cloudy,Arterial Road,Low
2024-01-11,Thursday,Keraniganj,Night (8:00 PM – 11:00 PM),451,Rainy,Flyover,Low
2024-01-11,Thursday,Keraniganj,Late Night (11:00 PM – 5:00 AM),486,Sunny,Arterial Road,Low
2024-01-11,Thursday,Tongi,Early Morning (5:00 AM – 7:30 AM),246,Sunny,Flyover,High
2024-01-11,Thursday,Tongi,Morning Rush (7:30 AM – 10:30 AM),291,Sunny,Flyover,Low
2024-01-11,Thursday,Tongi,Midday (10:30 AM – 2:00 PM),493,Sunny,Residential Street,Low
2024-01-11,Thursday,Tongi,Afternoon (2:00 PM – 4:30 PM),178,Sunny,Highway,Low
2024-01-11,Thursday,Tongi,Evening Rush (4:30 PM – 8:00 PM),331,Rainy,Flyover,High
2024-01-11,Thursday,Tongi,Night (8:00 PM – 11:00 PM),336,Sunny,Arterial Road,Low
2024-01-11,Thursday,Tongi,Late Night (11:00 PM – 5:00 AM),360,Sunny,Highway,Medium
2024-01-11,Thursday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),120,Cloudy,Commercial Street,Low
2024-01-11,Thursday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),354,Cloudy,Flyover,High
2024-01-11,Thursday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),232,Sunny,Highway,Medium
2024-01-11,Thursday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),133,Cloudy,Residential Street,Medium
2024-01-11,Thursday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),456,Rainy,Highway,Low
2024-01-11,Thursday,Savar Entry Point,Night (8:00 PM – 11:00 PM),440,Cloudy,Highway,High
2024-01-11,Thursday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),474,Rainy,Residential Street,High
2024-01-11,Thursday,Ashulia,Early Morning (5:00 AM – 7:30 AM),246,Rainy,Arterial Road,High
2024-01-11,Thursday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),259,Cloudy,Arterial Road,Low
2024-01-11,Thursday,Ashulia,Midday (10:30 AM – 2:00 PM),478,Cloudy,Arterial Road,High
2024-01-11,Thursday,Ashulia,Afternoon (2:00 PM – 4:30 PM),413,Cloudy,Residential Street,Medium
2024-01-11,Thursday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),293,Cloudy,Commercial Street,Medium
2024-01-11,Thursday,Ashulia,Night (8:00 PM – 11:00 PM),357,Sunny,Flyover,Low
2024-01-11,Thursday,Ashulia,Late Night (11:00 PM – 5:00 AM),207,Rainy,Residential Street,Medium
2024-01-11,Thursday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),471,Sunny,Flyover,Medium
2024-01-11,Thursday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),148,Cloudy,Commercial Street,Low
2024-01-11,Thursday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),493,Rainy,Arterial Road,Low
2024-01-11,Thursday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),410,Cloudy,Entry Point,Medium
2024-01-11,Thursday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),370,Rainy,Commercial Street,Medium
2024-01-11,Thursday,Pragati Sarani,Night (8:00 PM – 11:00 PM),314,Sunny,Flyover,Low
2024-01-11,Thursday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),273,Cloudy,Residential Street,Low
2024-01-12,Friday,Farmgate,Early Morning (5:00 AM – 7:30 AM),164,Rainy,Highway,Medium
2024-01-12,Friday,Farmgate,Morning Rush (7:30 AM – 10:30 AM),358,Sunny,Flyover,Medium
2024-01-12,Friday,Farmgate,Midday (10:30 AM – 2:00 PM),194,Sunny,Residential Street,High
2024-01-12,Friday,Farmgate,Afternoon (2:00 PM – 4:30 PM),182,Rainy,Residential Street,High
2024-01-12,Friday,Farmgate,Evening Rush (4:30 PM – 8:00 PM),125,Cloudy,Entry Point,High
2024-01-12,Friday,Farmgate,Night (8:00 PM – 11:00 PM),496,Sunny,Entry Point,Medium
2024-01-12,Friday,Farmgate,Late Night (11:00 PM – 5:00 AM),113,Rainy,Commercial Street,Medium
2024-01-12,Friday,Mohakhali,Early Morning (5:00 AM – 7:30 AM),488,Sunny,Commercial Street,Medium
2024-01-12,Friday,Mohakhali,Morning Rush (7:30 AM – 10:30 AM),393,Rainy,Arterial Road,High
2024-01-12,Friday,Mohakhali,Midday (10:30 AM – 2:00 PM),494,Sunny,Commercial Street,Low
2024-01-12,Friday,Mohakhali,Afternoon (2:00 PM – 4:30 PM),405,Rainy,Commercial Street,Low
2024-01-12,Friday,Mohakhali,Evening Rush (4:30 PM – 8:00 PM),283,Rainy,Commercial Street,Medium
2024-01-12,Friday,Mohakhali,Night (8:00 PM – 11:00 PM),149,Rainy,Arterial Road,Medium
2024-01-12,Friday,Mohakhali,Late Night (11:00 PM – 5:00 AM),346,Sunny,Flyover,High
2024-01-12,Friday,Gulshan-2,Early Morning (5:00 AM – 7:30 AM),201,Sunny,Commercial Street,High
2024-01-12,Friday,Gulshan-2,Morning Rush (7:30 AM – 10:30 AM),110,Cloudy,Highway,Low
2024-01-12,Friday,Gulshan-2,Midday (10:30 AM – 2:00 PM),145,Cloudy,Residential Street,Medium
2024-01-12,Friday,Gulshan-2,Afternoon (2:00 PM – 4:30 PM),394,Sunny,Highway,Medium
2024-01-12,Friday,Gulshan-2,Evening Rush (4:30 PM – 8:00 PM),183,Rainy,Entry Point,High
2024-01-12,Friday,Gulshan-2,Night (8:00 PM – 11:00 PM),331,Sunny,Residential Street,Medium
2024-01-12,Friday,Gulshan-2,Late Night (11:00 PM – 5:00 AM),161,Cloudy,Entry Point,High
2024-01-12,Friday,Jatrabari,Early Morning (5:00 AM – 7:30 AM),330,Rainy,Entry Point,High
2024-01-12,Friday,Jatrabari,Morning Rush (7:30 AM – 10:30 AM),163,Rainy,Arterial Road,Low
2024-01-12,Friday,Jatrabari,Midday (10:30 AM – 2:00 PM),238,Cloudy,Entry Point,High
2024-01-12,Friday,Jatrabari,Afternoon (2:00 PM – 4:30 PM),378,Sunny,Flyover,Low
2024-01-12,Friday,Jatrabari,Evening Rush (4:30 PM – 8:00 PM),448,Sunny,Flyover,Medium
2024-01-12,Friday,Jatrabari,Night (8:00 PM – 11:00 PM),427,Cloudy,Residential Street,High
2024-01-12,Friday,Jatrabari,Late Night (11:00 PM – 5:00 AM),141,Cloudy,Commercial Street,Medium
2024-01-12,Friday,Uttara Sector 7,Early Morning (5:00 AM – 7:30 AM),331,Sunny,Arterial Road,Medium
2024-01-12,Friday,Uttara Sector 7,Morning Rush (7:30 AM – 10:30 AM),150,Sunny,Entry Point,High
2024-01-12,Friday,Uttara Sector 7,Midday (10:30 AM – 2:00 PM),141,Rainy,Residential Street,Medium
2024-01-12,Friday,Uttara Sector 7,Afternoon (2:00 PM – 4:30 PM),486,Cloudy,Flyover,Medium
2024-01-12,Friday,Uttara Sector 7,Evening Rush (4:30 PM – 8:00 PM),194,Cloudy,Flyover,High
2024-01-12,Friday,Uttara Sector 7,Night (8:00 PM – 11:00 PM),279,Cloudy,Arterial Road,Low
2024-01-12,Friday,Uttara Sector 7,Late Night (11:00 PM – 5:00 AM),167,Sunny,Flyover,High
2024-01-12,Friday,Motijheel,Early Morning (5:00 AM – 7:30 AM),302,Cloudy,Entry Point,High
2024-01-12,Friday,Motijheel,Morning Rush (7:30 AM – 10:30 AM),484,Rainy,Residential Street,High
2024-01-12,Friday,Motijheel,Midday (10:30 AM – 2:00 PM),270,Sunny,Highway,Low
2024-01-12,Friday,Motijheel,Afternoon (2:00 PM – 4:30 PM),452,Cloudy,Commercial Street,Low
2024-01-12,Friday,Motijheel,Evening Rush (4:30 PM – 8:00 PM),241,Sunny,Highway,Medium
2024-01-12,Friday,Motijheel,Night (8:00 PM – 11:00 PM),219,Sunny,Arterial Road,High
2024-01-12,Friday,Motijheel,Late Night (11:00 PM – 5:00 AM),226,Rainy,Commercial Street,High
2024-01-12,Friday,Shahbagh,Early Morning (5:00 AM – 7:30 AM),216,Cloudy,Residential Street,Low
2024-01-12,Friday,Shahbagh,Morning Rush (7:30 AM – 10:30 AM),465,Cloudy,Highway,High
2024-01-12,Friday,Shahbagh,Midday (10:30 AM – 2:00 PM),108,Cloudy,Arterial Road,High
2024-01-12,Friday,Shahbagh,Afternoon (2:00 PM – 4:30 PM),240,Cloudy,Highway,Medium
2024-01-12,Friday,Shahbagh,Evening Rush (4:30 PM – 8:00 PM),159,Sunny,Flyover,Medium
2024-01-12,Friday,Shahbagh,Night (8:00 PM – 11:00 PM),241,Rainy,Flyover,Medium
2024-01-12,Friday,Shahbagh,Late Night (11:00 PM – 5:00 AM),218,Rainy,Commercial Street,High
2024-01-12,Friday,Mirpur-10,Early Morning (5:00 AM – 7:30 AM),326,Cloudy,Residential Street,Medium
2024-01-12,Friday,Mirpur-10,Morning Rush (7:30 AM – 10:30 AM),144,Cloudy,Commercial Street,Medium
2024-01-12,Friday,Mirpur-10,Midday (10:30 AM – 2:00 PM),264,Cloudy,Commercial Street,Low
2024-01-12,Friday,Mirpur-10,Afternoon (2:00 PM – 4:30 PM),426,Cloudy,Entry Point,High
2024-01-12,Friday,Mirpur-10,Evening Rush (4:30 PM – 8:00 PM),348,Rainy,Highway,Medium
2024-01-12,Friday,Mirpur-10,Night (8:00 PM – 11:00 PM),245,Sunny,Flyover,High
2024-01-12,Friday,Mirpur-10,Late Night (11:00 PM – 5:00 AM),485,Cloudy,Commercial Street,Medium
2024-01-12,Friday,Gabtoli,Early Morning (5:00 AM – 7:30 AM),400,Cloudy,Highway,Medium
2024-01-12,Friday,Gabtoli,Morning Rush (7:30 AM – 10:30 AM),305,Cloudy,Arterial Road,Medium
2024-01-12,Friday,Gabtoli,Midday (10:30 AM – 2:00 PM),257,Rainy,Residential Street,High
2024-01-12,Friday,Gabtoli,Afternoon (2:00 PM – 4:30 PM),402,Cloudy,Arterial Road,High
2024-01-12,Friday,Gabtoli,Evening Rush (4:30 PM – 8:00 PM),240,Rainy,Arterial Road,High
2024-01-12,Friday,Gabtoli,Night (8:00 PM – 11:00 PM),434,Rainy,Residential Street,High
2024-01-12,Friday,Gabtoli,Late Night (11:00 PM – 5:00 AM),361,Sunny,Entry Point,Low
2024-01-12,Friday,Rampura,Early Morning (5:00 AM – 7:30 AM),221,Cloudy,Arterial Road,High
2024-01-12,Friday,Rampura,Morning Rush (7:30 AM – 10:30 AM),114,Sunny,Highway,Medium
2024-01-12,Friday,Rampura,Midday (10:30 AM – 2:00 PM),276,Rainy,Entry Point,Medium
2024-01-12,Friday,Rampura,Afternoon (2:00 PM – 4:30 PM),146,Rainy,Arterial Road,High
2024-01-12,Friday,Rampura,Evening Rush (4:30 PM – 8:00 PM),430,Cloudy,Flyover,Medium
2024-01-12,Friday,Rampura,Night (8:00 PM – 11:00 PM),207,Rainy,Flyover,Low
2024-01-12,Friday,Rampura,Late Night (11:00 PM – 5:00 AM),235,Rainy,Entry Point,High
2024-01-12,Friday,Tejgaon,Early Morning (5:00 AM – 7:30 AM),471,Cloudy,Residential Street,Low
2024-01-12,Friday,Tejgaon,Morning Rush (7:30 AM – 10:30 AM),361,Rainy,Arterial Road,High
2024-01-12,Friday,Tejgaon,Midday (10:30 AM – 2:00 PM),126,Rainy,Residential Street,High
2024-01-12,Friday,Tejgaon,Afternoon (2:00 PM – 4:30 PM),285,Cloudy,Commercial Street,High
2024-01-12,Friday,Tejgaon,Evening Rush (4:30 PM – 8:00 PM),499,Cloudy,Highway,Medium
2024-01-12,Friday,Tejgaon,Night (8:00 PM – 11:00 PM),290,Cloudy,Highway,High
2024-01-12,Friday,Tejgaon,Late Night (11:00 PM – 5:00 AM),355,Rainy,Highway,Medium
2024-01-12,Friday,New Market,Early Morning (5:00 AM – 7:30 AM),467,Cloudy,Commercial Street,Medium
2024-01-12,Friday,New Market,Morning Rush (7:30 AM – 10:30 AM),170,Cloudy,Highway,Low
2024-01-12,Friday,New Market,Midday (10:30 AM – 2:00 PM),354,Sunny,Arterial Road,High
2024-01-12,Friday,New Market,Afternoon (2:00 PM – 4:30 PM),454,Rainy,Residential Street,Medium
2024-01-12,Friday,New Market,Evening Rush (4:30 PM – 8:00 PM),218,Sunny,Entry Point,High
2024-01-12,Friday,New Market,Night (8:00 PM – 11:00 PM),445,Rainy,Entry Point,Low
2024-01-12,Friday,New Market,Late Night (11:00 PM – 5:00 AM),305,Cloudy,Residential Street,High
2024-01-12,Friday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),387,Cloudy,Residential Street,Low
2024-01-12,Friday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),311,Cloudy,Arterial Road,High
2024-01-12,Friday,Dhanmondi,Midday (10:30 AM – 2:00 PM),436,Rainy,Commercial Street,Low
2024-01-12,Friday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),303,Rainy,Flyover,Medium
2024-01-12,Friday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),194,Rainy,Arterial Road,Medium
2024-01-12,Friday,Dhanmondi,Night (8:00 PM – 11:00 PM),355,Sunny,Commercial Street,Low
2024-01-12,Friday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),484,Sunny,Entry Point,Medium
2024-01-12,Friday,Paltan,Early Morning (5:00 AM – 7:30 AM),383,Sunny,Entry Point,Low
2024-01-12,Friday,Paltan,Morning Rush (7:30 AM – 10:30 AM),426,Cloudy,Flyover,Medium
2024-01-12,Friday,Paltan,Midday (10:30 AM – 2:00 PM),294,Sunny,Entry Point,Medium
2024-01-12,Friday,Paltan,Afternoon (2:00 PM – 4:30 PM),353,Cloudy,Arterial Road,Medium
2024-01-12,Friday,Paltan,Evening Rush (4:30 PM – 8:00 PM),188,Rainy,Flyover,Low
2024-01-12,Friday,Paltan,Night (8:00 PM – 11:00 PM),328,Sunny,Commercial Street,High
2024-01-12,Friday,Paltan,Late Night (11:00 PM – 5:00 AM),479,Sunny,Arterial Road,Low
2024-01-12,Friday,Malibagh,Early Morning (5:00 AM – 7:30 AM),243,Sunny,Flyover,Low
2024-01-12,Friday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),468,Cloudy,Arterial Road,Medium
2024-01-12,Friday,Malibagh,Midday (10:30 AM – 2:00 PM),435,Sunny,Residential Street,Medium
2024-01-12,Friday,Malibagh,Afternoon (2:00 PM – 4:30 PM),484,Sunny,Commercial Street,High
2024-01-12,Friday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),194,Cloudy,Arterial Road,High
2024-01-12,Friday,Malibagh,Night (8:00 PM – 11:00 PM),222,Rainy,Residential Street,Medium
2024-01-12,Friday,Malibagh,Late Night (11:00 PM – 5:00 AM),427,Sunny,Residential Street,Medium
2024-01-12,Friday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),154,Cloudy,Flyover,High
2024-01-12,Friday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),213,Rainy,Highway,High
2024-01-12,Friday,Keraniganj,Midday (10:30 AM – 2:00 PM),446,Sunny,Flyover,Low
2024-01-12,Friday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),209,Rainy,Arterial Road,Medium
2024-01-12,Friday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),207,Cloudy,Entry Point,Low
2024-01-12,Friday,Keraniganj,Night (8:00 PM – 11:00 PM),399,Sunny,Highway,Medium
2024-01-12,Friday,Keraniganj,Late Night (11:00 PM – 5:00 AM),344,Cloudy,Entry Point,Medium
2024-01-12,Friday,Tongi,Early Morning (5:00 AM – 7:30 AM),365,Sunny,Residential Street,Low
2024-01-12,Friday,Tongi,Morning Rush (7:30 AM – 10:30 AM),357,Cloudy,Residential Street,Low
2024-01-12,Friday,Tongi,Midday (10:30 AM – 2:00 PM),382,Cloudy,Entry Point,Medium
2024-01-12,Friday,Tongi,Afternoon (2:00 PM – 4:30 PM),167,Rainy,Residential Street,High
2024-01-12,Friday,Tongi,Evening Rush (4:30 PM – 8:00 PM),416,Sunny,Commercial Street,Medium
2024-01-12,Friday,Tongi,Night (8:00 PM – 11:00 PM),213,Sunny,Entry Point,Medium
2024-01-12,Friday,Tongi,Late Night (11:00 PM – 5:00 AM),122,Rainy,Highway,High
2024-01-12,Friday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),397,Rainy,Flyover,Medium
2024-01-12,Friday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),414,Rainy,Commercial Street,High
2024-01-12,Friday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),120,Cloudy,Entry Point,Medium
2024-01-12,Friday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),395,Cloudy,Flyover,Low
2024-01-12,Friday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),350,Cloudy,Flyover,High
2024-01-12,Friday,Savar Entry Point,Night (8:00 PM – 11:00 PM),471,Cloudy,Flyover,High
2024-01-12,Friday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),224,Cloudy,Residential Street,Low
2024-01-12,Friday,Ashulia,Early Morning (5:00 AM – 7:30 AM),301,Cloudy,Entry Point,Low
2024-01-12,Friday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),252,Sunny,Entry Point,Medium
2024-01-12,Friday,Ashulia,Midday (10:30 AM – 2:00 PM),426,Sunny,Commercial Street,High
2024-01-12,Friday,Ashulia,Afternoon (2:00 PM – 4:30 PM),118,Sunny,Entry Point,Low
2024-01-12,Friday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),490,Sunny,Entry Point,Medium
2024-01-12,Friday,Ashulia,Night (8:00 PM – 11:00 PM),422,Cloudy,Entry Point,Low
2024-01-12,Friday,Ashulia,Late Night (11:00 PM – 5:00 AM),366,Sunny,Commercial Street,High
2024-01-12,Friday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),161,Rainy,Entry Point,Medium
2024-01-12,Friday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),387,Rainy,Entry Point,High
2024-01-12,Friday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),442,Cloudy,Arterial Road,Medium
2024-01-12,Friday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),185,Cloudy,Arterial Road,High
2024-01-12,Friday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),263,Rainy,Commercial Street,High
2024-01-12,Friday,Pragati Sarani,Night (8:00 PM – 11:00 PM),128,Cloudy,Commercial Street,Low
2024-01-12,Friday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),386,Cloudy,Arterial Road,High
2024-01-13,Saturday,Farmgate,Early Morning (5:00 AM – 7:30 AM),112,Sunny,Residential Street,Low
2024-01-13,Saturday,Farmgate,Morning Rush (7:30 AM – 10:30 AM),259,Rainy,Flyover,Low
2024-01-13,Saturday,Farmgate,Midday (10:30 AM – 2:00 PM),262,Rainy,Residential Street,Low
2024-01-13,Saturday,Farmgate,Afternoon (2:00 PM – 4:30 PM),143,Sunny,Arterial Road,High
2024-01-13,Saturday,Farmgate,Evening Rush (4:30 PM – 8:00 PM),336,Sunny,Commercial Street,High
2024-01-13,Saturday,Farmgate,Night (8:00 PM – 11:00 PM),326,Cloudy,Residential Street,High
2024-01-13,Saturday,Farmgate,Late Night (11:00 PM – 5:00 AM),275,Sunny,Residential Street,Medium
2024-01-13,Saturday,Mohakhali,Early Morning (5:00 AM – 7:30 AM),246,Cloudy,Highway,Medium
2024-01-13,Saturday,Mohakhali,Morning Rush (7:30 AM – 10:30 AM),440,Sunny,Commercial Street,Medium
2024-01-13,Saturday,Mohakhali,Midday (10:30 AM – 2:00 PM),380,Rainy,Arterial Road,High
2024-01-13,Saturday,Mohakhali,Afternoon (2:00 PM – 4:30 PM),245,Sunny,Highway,Medium
2024-01-13,Saturday,Mohakhali,Evening Rush (4:30 PM – 8:00 PM),146,Rainy,Entry Point,Low
2024-01-13,Saturday,Mohakhali,Night (8:00 PM – 11:00 PM),227,Cloudy,Highway,High
2024-01-13,Saturday,Mohakhali,Late Night (11:00 PM – 5:00 AM),307,Sunny,Commercial Street,High
2024-01-13,Saturday,Gulshan-2,Early Morning (5:00 AM – 7:30 AM),437,Rainy,Residential Street,Medium
2024-01-13,Saturday,Gulshan-2,Morning Rush (7:30 AM – 10:30 AM),183,Rainy,Residential Street,Medium
2024-01-13,Saturday,Gulshan-2,Midday (10:30 AM – 2:00 PM),200,Cloudy,Residential Street,Medium
2024-01-13,Saturday,Gulshan-2,Afternoon (2:00 PM – 4:30 PM),369,Sunny,Flyover,Medium
2024-01-13,Saturday,Gulshan-2,Evening Rush (4:30 PM – 8:00 PM),318,Sunny,Highway,Low
2024-01-13,Saturday,Gulshan-2,Night (8:00 PM – 11:00 PM),203,Sunny,Arterial Road,Low
2024-01-13,Saturday,Gulshan-2,Late Night (11:00 PM – 5:00 AM),145,Sunny,Arterial Road,High
2024-01-13,Saturday,Jatrabari,Early Morning (5:00 AM – 7:30 AM),362,Cloudy,Arterial Road,Medium
2024-01-13,Saturday,Jatrabari,Morning Rush (7:30 AM – 10:30 AM),123,Rainy,Highway,Low
2024-01-13,Saturday,Jatrabari,Midday (10:30 AM – 2:00 PM),357,Rainy,Flyover,High
2024-01-13,Saturday,Jatrabari,Afternoon (2:00 PM – 4:30 PM),231,Sunny,Flyover,Medium
2024-01-13,Saturday,Jatrabari,Evening Rush (4:30 PM – 8:00 PM),461,Sunny,Residential Street,High
2024-01-13,Saturday,Jatrabari,Night (8:00 PM – 11:00 PM),281,Rainy,Commercial Street,High
2024-01-13,Saturday,Jatrabari,Late Night (11:00 PM – 5:00 AM),348,Rainy,Flyover,High
2024-01-13,Saturday,Uttara Sector 7,Early Morning (5:00 AM – 7:30 AM),471,Rainy,Highway,Medium
2024-01-13,Saturday,Uttara Sector 7,Morning Rush (7:30 AM – 10:30 AM),477,Cloudy,Entry Point,Medium
2024-01-13,Saturday,Uttara Sector 7,Midday (10:30 AM – 2:00 PM),455,Cloudy,Commercial Street,Medium
2024-01-13,Saturday,Uttara Sector 7,Afternoon (2:00 PM – 4:30 PM),432,Rainy,Arterial Road,Medium
2024-01-13,Saturday,Uttara Sector 7,Evening Rush (4:30 PM – 8:00 PM),486,Cloudy,Residential Street,High
2024-01-13,Saturday,Uttara Sector 7,Night (8:00 PM – 11:00 PM),268,Rainy,Highway,High
2024-01-13,Saturday,Uttara Sector 7,Late Night (11:00 PM – 5:00 AM),113,Sunny,Highway,Medium
2024-01-13,Saturday,Motijheel,Early Morning (5:00 AM – 7:30 AM),487,Sunny,Commercial Street,Low
2024-01-13,Saturday,Motijheel,Morning Rush (7:30 AM – 10:30 AM),376,Cloudy,Arterial Road,Low
2024-01-13,Saturday,Motijheel,Midday (10:30 AM – 2:00 PM),494,Sunny,Highway,Medium
2024-01-13,Saturday,Motijheel,Afternoon (2:00 PM – 4:30 PM),364,Cloudy,Arterial Road,Medium
2024-01-13,Saturday,Motijheel,Evening Rush (4:30 PM – 8:00 PM),239,Cloudy,Arterial Road,Medium
2024-01-13,Saturday,Motijheel,Night (8:00 PM – 11:00 PM),228,Cloudy,Arterial Road,Low
2024-01-13,Saturday,Motijheel,Late Night (11:00 PM – 5:00 AM),191,Sunny,Highway,Medium
2024-01-13,Saturday,Shahbagh,Early Morning (5:00 AM – 7:30 AM),449,Sunny,Flyover,Low
2024-01-13,Saturday,Shahbagh,Morning Rush (7:30 AM – 10:30 AM),201,Sunny,Flyover,Medium
2024-01-13,Saturday,Shahbagh,Midday (10:30 AM – 2:00 PM),146,Sunny,Arterial Road,High
2024-01-13,Saturday,Shahbagh,Afternoon (2:00 PM – 4:30 PM),191,Sunny,Highway,Medium
2024-01-13,Saturday,Shahbagh,Evening Rush (4:30 PM – 8:00 PM),128,Rainy,Arterial Road,Medium
2024-01-13,Saturday,Shahbagh,Night (8:00 PM – 11:00 PM),211,Sunny,Residential Street,Low
2024-01-13,Saturday,Shahbagh,Late Night (11:00 PM – 5:00 AM),451,Rainy,Entry Point,High
2024-01-13,Saturday,Mirpur-10,Early Morning (5:00 AM – 7:30 AM),215,Cloudy,Arterial Road,Medium
2024-01-13,Saturday,Mirpur-10,Morning Rush (7:30 AM – 10:30 AM),241,Sunny,Flyover,High
2024-01-13,Saturday,Mirpur-10,Midday (10:30 AM – 2:00 PM),164,Cloudy,Arterial Road,High
