Session_ID,Account_ID,Customer_ID,Date,Device_Type,Feature_Used,Time_Spent,Transactions_Completed
SES0116745,ACC205401347,205401347,10/18/2023,Web,Balance Inquiry,0:04:05,0
SES0100171,ACC205401039,205401039,10/18/2023,Android,Fund Transfer,0:11:33,1
SES0107912,ACC205402913,205402913,10/18/2023,Android,Balance Inquiry,0:09:48,0
SES0125264,ACC205400538,205400538,10/18/2023,Android,Balance Inquiry,0:12:45,0
SES0139059,ACC205400306,205400306,10/18/2023,Android,Balance Inquiry,0:03:37,0
SES0138001,ACC205402298,205402298,10/18/2023,Android,Balance Inquiry,0:02:49,0
SES0148770,ACC205400596,205400596,10/18/2023,Android,Fund Transfer,0:13:52,1
SES0134987,ACC205401555,205401555,10/18/2023,Android,Fund Transfer,0:06:27,1
SES0118672,ACC205404076,205404076,10/18/2023,iOS,Balance Inquiry,0:08:41,0
SES0106439,ACC205403284,205403284,10/18/2023,Android,Balance Inquiry,0:07:24,0
SES0121958,ACC205403325,205403325,10/18/2023,Web,Balance Inquiry,0:14:41,0
SES0100210,ACC205403137,205403137,10/18/2023,Web,Balance Inquiry,0:01:16,0
SES0102559,ACC205400040,205400040,10/18/2023,Android,Balance Inquiry,0:12:55,0
SES0125756,ACC205403678,205403678,10/18/2023,Android,Balance Inquiry,0:04:21,0
SES0140911,ACC205404055,205404055,10/18/2023,Web,Balance Inquiry,0:06:34,0
SES0143636,ACC205401126,205401126,10/18/2023,iOS,Balance Inquiry,0:11:20,0
SES0138828,ACC205402692,205402692,10/18/2023,Android,Balance Inquiry,0:07:21,0
SES0148918,ACC205402766,205402766,10/18/2023,Android,Balance Inquiry,0:04:42,0
SES0124912,ACC205402581,205402581,10/18/2023,iOS,Bill Payment,0:05:45,4
SES0117006,ACC205400278,205400278,10/18/2023,Web,Balance Inquiry,0:10:03,0
SES0130734,ACC205404955,205404955,10/18/2023,Android,Balance Inquiry,0:05:54,0
SES0115494,ACC205400529,205400529,10/18/2023,Android,Balance Inquiry,0:10:16,0
SES0140673,ACC205402409,205402409,10/18/2023,iOS,Bill Payment,0:10:25,1
SES0101125,ACC205401455,205401455,10/18/2023,iOS,Balance Inquiry,0:01:15,0
SES0118430,ACC205403046,205403046,10/18/2023,iOS,Fund Transfer,0:10:03,2
SES0111007,ACC205403331,205403331,10/19/2023,Android,Balance Inquiry,0:10:15,0
SES0148573,ACC205401353,205401353,10/19/2023,Web,Balance Inquiry,0:14:59,0
SES0115915,ACC205400447,205400447,10/19/2023,iOS,Fund Transfer,0:06:03,2
SES0103138,ACC205400503,205400503,10/19/2023,Android,Bill Payment,0:06:52,2
SES0126465,ACC205400221,205400221,10/19/2023,iOS,Balance Inquiry,0:13:20,0
SES0135046,ACC205403028,205403028,10/19/2023,Android,Balance Inquiry,0:09:58,0
SES0142562,ACC205401191,205401191,10/19/2023,Web,Balance Inquiry,0:12:47,0
SES0120563,ACC205404326,205404326,10/19/2023,Web,Bill Payment,0:10:03,1
SES0103287,ACC205402358,205402358,10/19/2023,Android,Bill Payment,0:00:44,2
SES0104674,ACC205403658,205403658,10/19/2023,Android,Balance Inquiry,0:01:21,0
SES0148954,ACC205401086,205401086,10/19/2023,Android,Bill Payment,0:01:27,1
SES0130839,ACC205400270,205400270,10/19/2023,Android,Bill Payment,0:14:57,1
SES0121197,ACC205403052,205403052,10/19/2023,Android,Fund Transfer,0:12:49,1
SES0113031,ACC205403037,205403037,10/19/2023,Android,Fund Transfer,0:06:34,1
SES0120206,ACC205401536,205401536,10/19/2023,Android,Balance Inquiry,0:11:37,0
SES0116464,ACC205400953,205400953,10/19/2023,Android,Balance Inquiry,0:14:29,0
SES0148774,ACC205400190,205400190,10/19/2023,Android,Balance Inquiry,0:06:47,0
SES0124645,ACC205403008,205403008,10/19/2023,Android,Bill Payment,0:01:27,1
SES0149933,ACC205400753,205400753,10/19/2023,Android,Balance Inquiry,0:06:37,0
SES0139777,ACC205402252,205402252,10/19/2023,Android,Balance Inquiry,0:07:50,0
SES0140638,ACC205402088,205402088,10/19/2023,Android,Balance Inquiry,0:13:37,0
SES0134466,ACC205400760,205400760,10/19/2023,Android,Bill Payment,0:09:12,1
SES0123386,ACC205403656,205403656,10/19/2023,Android,Fund Transfer,0:02:03,1
SES0117098,ACC205401627,205401627,10/19/2023,Android,Balance Inquiry,0:08:42,0
SES0149006,ACC205401405,205401405,10/19/2023,Android,Balance Inquiry,0:02:16,0
SES0123164,ACC205403698,205403698,10/19/2023,Android,Balance Inquiry,0:02:25,0
SES0132996,ACC205402480,205402480,10/19/2023,Web,Balance Inquiry,0:03:50,0
SES0147836,ACC205401847,205401847,10/19/2023,Android,Bill Payment,0:04:59,3
SES0139576,ACC205402841,205402841,10/19/2023,iOS,Balance Inquiry,0:07:56,0
SES0128698,ACC205401233,205401233,10/19/2023,Android,Bill Payment,0:05:13,1
SES0126027,ACC205402807,205402807,10/19/2023,Android,Balance Inquiry,0:12:23,0
SES0136926,ACC205404091,205404091,10/19/2023,Android,Balance Inquiry,0:02:56,0
SES0132225,ACC205402656,205402656,10/19/2023,Android,Bill Payment,0:01:15,2
SES0124784,ACC205404397,205404397,10/19/2023,Web,Balance Inquiry,0:05:03,0
SES0141205,ACC205402630,205402630,10/19/2023,Web,Fund Transfer,0:08:17,2
SES0138525,ACC205401779,205401779,10/19/2023,Web,Fund Transfer,0:07:50,2
SES0107919,ACC205404781,205404781,10/19/2023,Android,Balance Inquiry,0:05:46,0
SES0129536,ACC205401578,205401578,10/19/2023,iOS,Fund Transfer,0:14:04,2
SES0110893,ACC205403296,205403296,10/19/2023,Android,Balance Inquiry,0:00:45,0
SES0138153,ACC205400662,205400662,10/19/2023,Web,Balance Inquiry,0:03:31,0
SES0110815,ACC205404736,205404736,10/19/2023,Android,Balance Inquiry,0:10:13,0
SES0144831,ACC205401997,205401997,10/19/2023,Web,Balance Inquiry,0:06:32,0
SES0117968,ACC205401482,205401482,10/19/2023,Android,Fund Transfer,0:05:05,1
SES0107041,ACC205402496,205402496,10/19/2023,Web,Balance Inquiry,0:03:57,0
SES0102164,ACC205404366,205404366,10/19/2023,Android,Balance Inquiry,0:12:35,0
SES0134249,ACC205400111,205400111,10/20/2023,Android,Balance Inquiry,0:13:28,0
SES0139315,ACC205403965,205403965,10/20/2023,Android,Bill Payment,0:01:18,1
SES0124173,ACC205404154,205404154,10/20/2023,Android,Balance Inquiry,0:04:23,0
SES0135089,ACC205401761,205401761,10/20/2023,iOS,Fund Transfer,0:14:53,1
SES0105206,ACC205401547,205401547,10/20/2023,Web,Bill Payment,0:00:50,4
SES0115507,ACC205402000,205402000,10/20/2023,Android,Balance Inquiry,0:09:26,0
SES0132119,ACC205402734,205402734,10/20/2023,Web,Bill Payment,0:03:53,1
SES0104514,ACC205403773,205403773,10/20/2023,Web,Bill Payment,0:00:59,1
SES0101234,ACC205401485,205401485,10/20/2023,Web,Balance Inquiry,0:01:20,0
SES0130545,ACC205401660,205401660,10/20/2023,Android,Balance Inquiry,0:03:15,0
SES0128139,ACC205401005,205401005,10/20/2023,Web,Balance Inquiry,0:10:58,0
SES0100234,ACC205402198,205402198,10/20/2023,Web,Fund Transfer,0:02:55,2
SES0140666,ACC205401765,205401765,10/20/2023,iOS,Bill Payment,0:12:01,2
SES0147223,ACC205403193,205403193,10/20/2023,Android,Balance Inquiry,0:09:57,0
SES0149924,ACC205400921,205400921,10/20/2023,Android,Balance Inquiry,0:03:31,0
SES0124588,ACC205401617,205401617,10/20/2023,Android,Balance Inquiry,0:06:22,0
SES0102615,ACC205403777,205403777,10/20/2023,Web,Bill Payment,0:13:16,1
SES0119825,ACC205400643,205400643,10/20/2023,Android,Balance Inquiry,0:11:42,0
SES0137230,ACC205403412,205403412,10/20/2023,Android,Bill Payment,0:05:25,4
SES0109707,ACC205403994,205403994,10/20/2023,iOS,Balance Inquiry,0:10:07,0
SES0105149,ACC205404373,205404373,10/20/2023,Android,Balance Inquiry,0:11:36,0
SES0142073,ACC205403176,205403176,10/20/2023,Web,Bill Payment,0:13:54,1
SES0137231,ACC205401098,205401098,10/20/2023,Android,Balance Inquiry,0:06:02,0
SES0138775,ACC205401461,205401461,10/20/2023,iOS,Bill Payment,0:13:24,1
SES0118937,ACC205404615,205404615,10/20/2023,Android,Fund Transfer,0:14:02,1
SES0123582,ACC205401500,205401500,10/20/2023,Android,Balance Inquiry,0:10:09,0
SES0122670,ACC205402324,205402324,10/20/2023,Web,Balance Inquiry,0:00:46,0
SES0123472,ACC205400271,205400271,10/20/2023,iOS,Bill Payment,0:07:03,1
SES0134274,ACC205401409,205401409,10/20/2023,Android,Balance Inquiry,0:06:28,0
SES0112325,ACC205400673,205400673,10/20/2023,Android,Balance Inquiry,0:08:53,0
SES0117542,ACC205403582,205403582,10/20/2023,Android,Fund Transfer,0:04:22,1
SES0124388,ACC205402526,205402526,10/20/2023,Android,Balance Inquiry,0:12:14,0
SES0131083,ACC205400460,205400460,10/20/2023,Android,Balance Inquiry,0:09:53,0
SES0147875,ACC205400797,205400797,10/20/2023,Android,Balance Inquiry,0:09:09,0
SES0110202,ACC205400748,205400748,10/20/2023,Android,Balance Inquiry,0:01:58,0
SES0147680,ACC205400745,205400745,10/20/2023,Web,Fund Transfer,0:10:04,5
SES0139354,ACC205402061,205402061,10/20/2023,Web,Balance Inquiry,0:01:33,0
SES0115334,ACC205403274,205403274,10/20/2023,Web,Balance Inquiry,0:09:07,0
SES0136506,ACC205402060,205402060,10/20/2023,Android,Balance Inquiry,0:01:41,0
SES0124977,ACC205404343,205404343,10/20/2023,Android,Balance Inquiry,0:08:11,0
SES0118491,ACC205403130,205403130,10/20/2023,Web,Bill Payment,0:12:52,1
SES0147488,ACC205402844,205402844,10/20/2023,Android,Bill Payment,0:11:30,1
SES0132873,ACC205400999,205400999,10/20/2023,iOS,Bill Payment,0:06:59,2
SES0108100,ACC205403102,205403102,10/20/2023,Web,Fund Transfer,0:03:51,2
SES0106617,ACC205402088,205402088,10/20/2023,Android,Fund Transfer,0:10:35,1
SES0100754,ACC205402914,205402914,10/20/2023,iOS,Balance Inquiry,0:08:59,0
SES0122288,ACC205404083,205404083,10/20/2023,Android,Balance Inquiry,0:07:18,0
SES0118677,ACC205401165,205401165,10/20/2023,Android,Balance Inquiry,0:11:39,0
SES0143574,ACC205400486,205400486,10/20/2023,Android,Fund Transfer,0:05:48,1
SES0145659,ACC205402136,205402136,10/21/2023,Android,Fund Transfer,0:01:54,1
SES0149270,ACC205401060,205401060,10/21/2023,Web,Bill Payment,0:01:42,1
SES0101014,ACC205402919,205402919,10/21/2023,Web,Bill Payment,0:11:45,1
SES0102882,ACC205401602,205401602,10/21/2023,Android,Balance Inquiry,0:06:09,0
SES0122782,ACC205404235,205404235,10/21/2023,Web,Bill Payment,0:01:45,2
SES0118265,ACC205404110,205404110,10/21/2023,Web,Bill Payment,0:07:11,1
SES0124575,ACC205400430,205400430,10/21/2023,Android,Balance Inquiry,0:08:15,0
SES0138416,ACC205401275,205401275,10/21/2023,Web,Balance Inquiry,0:06:38,0
SES0127433,ACC205402856,205402856,10/21/2023,Android,Balance Inquiry,0:03:55,0
SES0131274,ACC205402372,205402372,10/21/2023,Android,Fund Transfer,0:10:43,2
SES0128660,ACC205404207,205404207,10/21/2023,Android,Balance Inquiry,0:04:26,0
SES0114895,ACC205400636,205400636,10/21/2023,iOS,Fund Transfer,0:03:46,2
SES0145075,ACC205404709,205404709,10/21/2023,Android,Balance Inquiry,0:06:21,0
SES0128479,ACC205401641,205401641,10/21/2023,iOS,Balance Inquiry,0:00:52,0
SES0125831,ACC205401777,205401777,10/21/2023,iOS,Bill Payment,0:08:16,1
SES0118500,ACC205400476,205400476,10/21/2023,Android,Fund Transfer,0:04:45,2
SES0109923,ACC205402370,205402370,10/21/2023,Android,Bill Payment,0:02:41,2
SES0137057,ACC205402621,205402621,10/21/2023,Android,Bill Payment,0:05:51,1
SES0135277,ACC205401195,205401195,10/21/2023,Android,Balance Inquiry,0:07:54,0
SES0137503,ACC205402820,205402820,10/21/2023,Android,Balance Inquiry,0:12:04,0
SES0132817,ACC205402217,205402217,10/21/2023,iOS,Balance Inquiry,0:07:44,0
SES0146942,ACC205401476,205401476,10/21/2023,iOS,Balance Inquiry,0:14:36,0
SES0134624,ACC205402842,205402842,10/21/2023,Android,Balance Inquiry,0:13:55,0
SES0149744,ACC205400312,205400312,10/21/2023,Android,Bill Payment,0:14:50,1
SES0108995,ACC205403419,205403419,10/21/2023,iOS,Bill Payment,0:12:15,1
SES0132686,ACC205402887,205402887,10/21/2023,Web,Fund Transfer,0:00:37,1
SES0145423,ACC205403461,205403461,10/21/2023,Android,Fund Transfer,0:03:32,1
SES0147579,ACC205404593,205404593,10/21/2023,Android,Balance Inquiry,0:01:03,0
SES0136143,ACC205404525,205404525,10/21/2023,Android,Balance Inquiry,0:08:14,0
SES0125367,ACC205402528,205402528,10/21/2023,Android,Balance Inquiry,0:04:37,0
SES0139621,ACC205402269,205402269,10/21/2023,Android,Balance Inquiry,0:03:48,0
SES0108765,ACC205402916,205402916,10/21/2023,Web,Balance Inquiry,0:12:47,0
SES0128553,ACC205401345,205401345,10/21/2023,iOS,Balance Inquiry,0:02:32,0
SES0129416,ACC205403807,205403807,10/21/2023,Web,Balance Inquiry,0:04:05,0
SES0110103,ACC205404322,205404322,10/21/2023,Android,Balance Inquiry,0:11:17,0
SES0114567,ACC205403029,205403029,10/21/2023,Android,Balance Inquiry,0:06:04,0
SES0127643,ACC205400826,205400826,10/21/2023,Android,Balance Inquiry,0:03:46,0
SES0131569,ACC205403384,205403384,10/21/2023,Android,Bill Payment,0:01:59,1
SES0133984,ACC205403675,205403675,10/21/2023,iOS,Balance Inquiry,0:13:55,0
SES0142805,ACC205401610,205401610,10/21/2023,Android,Fund Transfer,0:10:05,3
SES0132388,ACC205402519,205402519,10/21/2023,Android,Balance Inquiry,0:13:06,0
SES0119555,ACC205400262,205400262,10/21/2023,iOS,Balance Inquiry,0:08:07,0
SES0120658,ACC205400257,205400257,10/21/2023,iOS,Bill Payment,0:07:39,2
SES0137472,ACC205400694,205400694,10/22/2023,iOS,Bill Payment,0:04:06,2
SES0136863,ACC205401890,205401890,10/22/2023,Web,Balance Inquiry,0:12:21,0
SES0138379,ACC205403542,205403542,10/22/2023,Web,Balance Inquiry,0:06:08,0
SES0113312,ACC205400918,205400918,10/22/2023,Android,Bill Payment,0:10:06,1
SES0138370,ACC205400371,205400371,10/22/2023,Android,Bill Payment,0:03:14,1
SES0114656,ACC205403571,205403571,10/22/2023,Android,Balance Inquiry,0:01:18,0
SES0137455,ACC205403890,205403890,10/22/2023,Android,Balance Inquiry,0:00:34,0
SES0109823,ACC205401438,205401438,10/22/2023,Android,Balance Inquiry,0:10:16,0
SES0124967,ACC205402336,205402336,10/22/2023,Android,Bill Payment,0:05:37,2
SES0128837,ACC205400647,205400647,10/22/2023,Android,Balance Inquiry,0:02:22,0
SES0149841,ACC205402362,205402362,10/22/2023,Android,Fund Transfer,0:12:01,2
SES0109761,ACC205404667,205404667,10/22/2023,Android,Balance Inquiry,0:03:26,0
SES0137665,ACC205403090,205403090,10/22/2023,iOS,Balance Inquiry,0:14:23,0
SES0126245,ACC205403098,205403098,10/22/2023,Android,Balance Inquiry,0:08:00,0
SES0112008,ACC205402194,205402194,10/22/2023,Web,Balance Inquiry,0:04:25,0
SES0129857,ACC205404420,205404420,10/22/2023,iOS,Balance Inquiry,0:00:51,0
SES0122516,ACC205400638,205400638,10/22/2023,Web,Bill Payment,0:03:04,1
SES0132242,ACC205403794,205403794,10/22/2023,iOS,Balance Inquiry,0:02:45,0
SES0137579,ACC205402298,205402298,10/22/2023,Android,Balance Inquiry,0:04:33,0
SES0116811,ACC205403568,205403568,10/22/2023,Android,Bill Payment,0:07:08,4
SES0149280,ACC205402525,205402525,10/22/2023,Web,Balance Inquiry,0:13:34,0
SES0100487,ACC205400949,205400949,10/22/2023,Web,Fund Transfer,0:08:00,2
SES0132526,ACC205403327,205403327,10/22/2023,Android,Fund Transfer,0:06:25,1
SES0118048,ACC205404457,205404457,10/22/2023,Web,Fund Transfer,0:13:38,4
SES0109251,ACC205404368,205404368,10/22/2023,Android,Bill Payment,0:09:31,1
SES0119901,ACC205404439,205404439,10/22/2023,Android,Balance Inquiry,0:10:49,0
SES0109859,ACC205400107,205400107,10/22/2023,Android,Balance Inquiry,0:01:01,0
SES0100015,ACC205401469,205401469,10/22/2023,Android,Balance Inquiry,0:03:01,0
SES0147567,ACC205403617,205403617,10/22/2023,Android,Bill Payment,0:09:22,1
SES0121952,ACC205400075,205400075,10/22/2023,Android,Balance Inquiry,0:04:42,0
SES0143773,ACC205401768,205401768,10/22/2023,Web,Fund Transfer,0:13:32,1
SES0139784,ACC205404909,205404909,10/22/2023,Android,Bill Payment,0:11:22,4
SES0107129,ACC205400514,205400514,10/22/2023,Web,Bill Payment,0:09:47,4
SES0148461,ACC205401952,205401952,10/22/2023,Android,Fund Transfer,0:09:41,3
SES0148970,ACC205401786,205401786,10/22/2023,Web,Bill Payment,0:10:33,2
SES0106725,ACC205402726,205402726,10/22/2023,Android,Balance Inquiry,0:13:18,0
SES0116593,ACC205402502,205402502,10/22/2023,Android,Balance Inquiry,0:05:59,0
SES0132298,ACC205400565,205400565,10/22/2023,Android,Balance Inquiry,0:12:45,0
SES0104714,ACC205401973,205401973,10/22/2023,Web,Balance Inquiry,0:04:23,0
SES0112833,ACC205401907,205401907,10/22/2023,Web,Balance Inquiry,0:07:39,0
SES0130003,ACC205401768,205401768,10/22/2023,Web,Fund Transfer,0:10:05,1
SES0122890,ACC205402790,205402790,10/22/2023,Android,Balance Inquiry,0:06:32,0
SES0119272,ACC205402049,205402049,10/22/2023,Web,Balance Inquiry,0:01:00,0
SES0102783,ACC205400284,205400284,10/22/2023,Android,Balance Inquiry,0:03:07,0
SES0144671,ACC205403640,205403640,10/22/2023,iOS,Fund Transfer,0:00:34,3
SES0119709,ACC205403986,205403986,10/22/2023,Web,Balance Inquiry,0:12:21,0
SES0134597,ACC205404157,205404157,10/22/2023,Android,Balance Inquiry,0:04:55,0
SES0108802,ACC205400469,205400469,10/23/2023,Android,Balance Inquiry,0:07:14,0
SES0146957,ACC205400768,205400768,10/23/2023,Android,Balance Inquiry,0:10:38,0
SES0123239,ACC205400436,205400436,10/23/2023,Web,Balance Inquiry,0:06:19,0
SES0132402,ACC205404227,205404227,10/23/2023,Web,Balance Inquiry,0:07:42,0
SES0140669,ACC205403574,205403574,10/23/2023,Web,Balance Inquiry,0:14:18,0
SES0102165,ACC205404677,205404677,10/23/2023,Web,Fund Transfer,0:06:22,2
SES0137749,ACC205403531,205403531,10/23/2023,Android,Balance Inquiry,0:07:29,0
SES0135873,ACC205400625,205400625,10/23/2023,Android,Fund Transfer,0:04:06,1
SES0146433,ACC205403685,205403685,10/23/2023,Web,Bill Payment,0:07:07,1
SES0130610,ACC205404210,205404210,10/23/2023,Android,Balance Inquiry,0:05:18,0
SES0137315,ACC205400363,205400363,10/23/2023,Android,Balance Inquiry,0:03:51,0
SES0143246,ACC205402194,205402194,10/23/2023,Android,Fund Transfer,0:03:34,1
SES0104879,ACC205402995,205402995,10/23/2023,Android,Bill Payment,0:04:18,1
SES0129498,ACC205401917,205401917,10/23/2023,Android,Balance Inquiry,0:08:56,0
SES0103199,ACC205403134,205403134,10/23/2023,Android,Balance Inquiry,0:01:12,0
SES0141871,ACC205404266,205404266,10/23/2023,Android,Balance Inquiry,0:02:44,0
SES0125809,ACC205403642,205403642,10/23/2023,Android,Bill Payment,0:02:07,1
SES0130459,ACC205401740,205401740,10/23/2023,Web,Balance Inquiry,0:02:58,0
SES0104841,ACC205404373,205404373,10/23/2023,iOS,Fund Transfer,0:07:39,1
SES0136935,ACC205400677,205400677,10/23/2023,iOS,Bill Payment,0:05:13,4
SES0118875,ACC205402869,205402869,10/23/2023,Web,Bill Payment,0:13:24,3
SES0127870,ACC205403217,205403217,10/23/2023,Android,Balance Inquiry,0:03:40,0
SES0106499,ACC205404697,205404697,10/23/2023,Web,Balance Inquiry,0:03:42,0
SES0115401,ACC205403955,205403955,10/23/2023,Android,Balance Inquiry,0:11:20,0
SES0141824,ACC205401907,205401907,10/23/2023,Android,Fund Transfer,0:07:11,1
SES0110102,ACC205402539,205402539,10/23/2023,Android,Balance Inquiry,0:11:44,0
SES0134269,ACC205400691,205400691,10/23/2023,Android,Balance Inquiry,0:05:26,0
SES0125480,ACC205400931,205400931,10/23/2023,Android,Balance Inquiry,0:05:09,0
SES0144211,ACC205404624,205404624,10/23/2023,Android,Bill Payment,0:10:19,1
SES0139796,ACC205401975,205401975,10/23/2023,Web,Bill Payment,0:14:26,1
SES0119939,ACC205400205,205400205,10/23/2023,Web,Balance Inquiry,0:06:21,0
SES0116972,ACC205400359,205400359,10/23/2023,iOS,Bill Payment,0:11:20,3
SES0134766,ACC205402680,205402680,10/23/2023,iOS,Balance Inquiry,0:03:37,0
SES0105274,ACC205402582,205402582,10/23/2023,Android,Balance Inquiry,0:02:49,0
SES0140525,ACC205402850,205402850,10/23/2023,iOS,Balance Inquiry,0:10:59,0
SES0140453,ACC205404211,205404211,10/23/2023,Web,Bill Payment,0:05:53,2
SES0118900,ACC205402213,205402213,10/23/2023,Android,Balance Inquiry,0:08:51,0
SES0134428,ACC205403132,205403132,10/23/2023,iOS,Bill Payment,0:02:11,1
SES0120811,ACC205401198,205401198,10/23/2023,Web,Fund Transfer,0:13:49,1
SES0103170,ACC205400052,205400052,10/23/2023,Android,Bill Payment,0:03:51,1
SES0137429,ACC205400987,205400987,10/23/2023,Android,Bill Payment,0:06:52,3
SES0105913,ACC205402287,205402287,10/23/2023,Android,Balance Inquiry,0:02:56,0
SES0128067,ACC205400075,205400075,10/23/2023,iOS,Balance Inquiry,0:05:19,0
SES0142542,ACC205404442,205404442,10/23/2023,iOS,Balance Inquiry,0:09:26,0
SES0134464,ACC205403242,205403242,10/23/2023,Android,Fund Transfer,0:00:36,1
SES0133294,ACC205404171,205404171,10/23/2023,Android,Balance Inquiry,0:08:50,0
SES0140223,ACC205402045,205402045,10/23/2023,Android,Bill Payment,0:14:44,2
SES0110106,ACC205404665,205404665,10/23/2023,Web,Bill Payment,0:09:18,2
SES0111633,ACC205400807,205400807,10/23/2023,Web,Balance Inquiry,0:02:44,0
SES0108042,ACC205404730,205404730,10/23/2023,Android,Bill Payment,0:13:00,1
SES0100033,ACC205401982,205401982,10/23/2023,Android,Bill Payment,0:07:52,1
SES0126484,ACC205401390,205401390,10/23/2023,Web,Balance Inquiry,0:01:23,0
SES0138768,ACC205403109,205403109,10/23/2023,Android,Balance Inquiry,0:12:17,0
SES0146671,ACC205403963,205403963,10/23/2023,iOS,Bill Payment,0:13:20,1
SES0142272,ACC205403939,205403939,10/23/2023,Android,Balance Inquiry,0:00:46,0
SES0115649,ACC205402721,205402721,10/23/2023,iOS,Balance Inquiry,0:02:50,0
SES0146094,ACC205402541,205402541,10/23/2023,Android,Balance Inquiry,0:12:58,0
SES0100644,ACC205404586,205404586,10/24/2023,iOS,Balance Inquiry,0:11:43,0
SES0131462,ACC205400557,205400557,10/24/2023,iOS,Balance Inquiry,0:07:53,0
SES0133650,ACC205403474,205403474,10/24/2023,Web,Balance Inquiry,0:04:54,0
SES0139109,ACC205400071,205400071,10/24/2023,Android,Balance Inquiry,0:08:21,0
SES0113092,ACC205403123,205403123,10/24/2023,Android,Balance Inquiry,0:10:09,0
SES0107489,ACC205402166,205402166,10/24/2023,Android,Fund Transfer,0:02:28,1
SES0124685,ACC205401181,205401181,10/24/2023,Android,Balance Inquiry,0:07:29,0
SES0114861,ACC205401190,205401190,10/24/2023,Android,Balance Inquiry,0:14:44,0
SES0117323,ACC205401979,205401979,10/24/2023,iOS,Balance Inquiry,0:14:23,0
SES0138625,ACC205402699,205402699,10/24/2023,Web,Bill Payment,0:00:35,2
SES0104960,ACC205403096,205403096,10/24/2023,Android,Fund Transfer,0:09:27,1
SES0146974,ACC205404426,205404426,10/24/2023,Android,Balance Inquiry,0:14:39,0
SES0131219,ACC205403925,205403925,10/24/2023,Android,Balance Inquiry,0:07:09,0
SES0111318,ACC205403428,205403428,10/24/2023,Android,Balance Inquiry,0:13:48,0
SES0144773,ACC205401935,205401935,10/24/2023,Android,Balance Inquiry,0:11:12,0
SES0128538,ACC205404710,205404710,10/24/2023,Android,Balance Inquiry,0:12:54,0
SES0141879,ACC205404665,205404665,10/24/2023,Android,Balance Inquiry,0:05:15,0
SES0140855,ACC205401055,205401055,10/24/2023,Android,Balance Inquiry,0:07:41,0
SES0133418,ACC205403300,205403300,10/24/2023,Android,Bill Payment,0:10:12,5
SES0133794,ACC205403154,205403154,10/24/2023,iOS,Balance Inquiry,0:09:49,0
SES0131777,ACC205404454,205404454,10/24/2023,Android,Balance Inquiry,0:05:18,0
SES0126817,ACC205404126,205404126,10/24/2023,Android,Balance Inquiry,0:10:22,0
SES0123022,ACC205403619,205403619,10/24/2023,Web,Balance Inquiry,0:01:28,0
SES0121796,ACC205402624,205402624,10/24/2023,Android,Fund Transfer,0:14:35,1
SES0128916,ACC205402757,205402757,10/24/2023,Android,Balance Inquiry,0:13:39,0
SES0122762,ACC205402157,205402157,10/24/2023,Web,Bill Payment,0:08:44,2
SES0101862,ACC205401229,205401229,10/24/2023,Android,Fund Transfer,0:06:41,2
SES0136186,ACC205402282,205402282,10/24/2023,iOS,Fund Transfer,0:14:33,2
SES0124535,ACC205401052,205401052,10/24/2023,Android,Bill Payment,0:08:49,1
SES0142094,ACC205400664,205400664,10/24/2023,iOS,Balance Inquiry,0:02:50,0
SES0117577,ACC205400076,205400076,10/24/2023,Web,Balance Inquiry,0:01:18,0
SES0101052,ACC205403787,205403787,10/24/2023,Web,Bill Payment,0:08:00,2
SES0108444,ACC205400227,205400227,10/24/2023,Android,Fund Transfer,0:13:19,1
SES0142179,ACC205400124,205400124,10/24/2023,Android,Bill Payment,0:05:06,1
SES0138432,ACC205400779,205400779,10/24/2023,Web,Balance Inquiry,0:11:20,0
SES0126081,ACC205404318,205404318,10/24/2023,Web,Fund Transfer,0:10:55,1
SES0134205,ACC205401723,205401723,10/24/2023,Android,Balance Inquiry,0:11:25,0
SES0136134,ACC205401966,205401966,10/24/2023,Web,Balance Inquiry,0:09:28,0
SES0146833,ACC205402731,205402731,10/24/2023,Android,Bill Payment,0:06:33,1
SES0146405,ACC205400169,205400169,10/24/2023,Android,Balance Inquiry,0:04:12,0
SES0139430,ACC205401869,205401869,10/24/2023,Android,Balance Inquiry,0:09:52,0
SES0107060,ACC205400208,205400208,10/24/2023,Android,Fund Transfer,0:11:11,1
SES0117738,ACC205400350,205400350,10/24/2023,Android,Balance Inquiry,0:10:36,0
SES0126093,ACC205400431,205400431,10/25/2023,Android,Fund Transfer,0:12:34,2
SES0143102,ACC205404877,205404877,10/25/2023,Android,Bill Payment,0:08:10,1
SES0105755,ACC205400432,205400432,10/25/2023,Android,Balance Inquiry,0:00:35,0
SES0142437,ACC205401011,205401011,10/25/2023,Android,Balance Inquiry,0:10:20,0
SES0117999,ACC205403899,205403899,10/25/2023,Android,Bill Payment,0:07:55,1
SES0105748,ACC205404159,205404159,10/25/2023,Android,Bill Payment,0:11:35,3
SES0111315,ACC205402217,205402217,10/25/2023,Android,Bill Payment,0:03:26,3
SES0133503,ACC205400289,205400289,10/25/2023,Web,Balance Inquiry,0:03:19,0
SES0100992,ACC205402940,205402940,10/25/2023,Android,Balance Inquiry,0:14:26,0
SES0130947,ACC205401882,205401882,10/25/2023,Android,Balance Inquiry,0:11:19,0
SES0143666,ACC205400800,205400800,10/25/2023,iOS,Bill Payment,0:08:27,1
