Interaction_ID,Customer_ID,Date,Channel,Issue_Type,Outcome,Satisfaction_Score
INT0006700,205404474,5/2/2024,Physical,Digital Banking Errors,resolved,5
INT0006701,205404196,3/17/2024,Physical,Digital Banking Errors,resolved,5
INT0006702,205401548,10/31/2023,Physical,Others,resolved,4
INT0006703,205403316,2/26/2022,Digital,Card Issues,escalated,1
INT0006704,205404568,8/20/2024,Physical,Customer Service,pending,4
INT0006705,205404048,5/21/2022,Self Service,Transaction Failures,resolved,4
INT0006706,205404333,3/8/2023,Physical,Digital Banking Errors,resolved,4
INT0006707,205403591,3/8/2023,Physical,Transaction Failures,resolved,4
INT0006708,205400428,12/1/2024,Self Service,Card Issues,resolved,4
INT0006709,205400059,7/6/2024,Digital,Transaction Failures,resolved,5
INT0006710,205401188,3/10/2024,Physical,Digital Banking Errors,resolved,4
INT0006711,205401912,2/5/2023,Physical,Transaction Failures,pending,1
INT0006712,205401275,1/19/2022,Physical,Transaction Failures,resolved,3
INT0006713,205403114,1/17/2024,Voice,Customer Service,resolved,5
INT0006714,205403101,10/22/2022,Voice,Transaction Failures,resolved,5
INT0006715,205402307,4/8/2022,Digital,Loan & Credit Problems,pending,3
INT0006716,205402821,5/18/2023,Voice,Loan & Credit Problems,escalated,1
INT0006717,205404631,7/9/2024,Physical,Transaction Failures,resolved,5
INT0006718,205402968,1/5/2023,Self Service,Loan & Credit Problems,resolved,4
INT0006719,205402147,1/13/2023,Digital,Customer Service,resolved,4
INT0006720,205400286,8/29/2022,Self Service,Loan & Credit Problems,resolved,3
INT0006721,205402491,3/18/2023,Voice,Card Issues,resolved,3
INT0006722,205402664,3/28/2023,Self Service,Digital Banking Errors,resolved,3
INT0006723,205401668,10/19/2023,Voice,Others,resolved,3
INT0006724,205402233,10/3/2022,Self Service,Digital Banking Errors,pending,3
INT0006725,205404121,11/26/2023,Physical,Transaction Failures,resolved,4
INT0006726,205401817,12/19/2024,Physical,Loan & Credit Problems,escalated,3
INT0006727,205403349,2/19/2024,Digital,Transaction Failures,resolved,4
INT0006728,205404458,7/15/2023,Physical,Digital Banking Errors,escalated,2
INT0006729,205402623,2/21/2022,Self Service,Others,resolved,4
INT0006730,205404465,1/16/2022,Digital,Transaction Failures,resolved,4
INT0006731,205404683,11/17/2023,Digital,Card Issues,resolved,5
INT0006732,205404579,4/14/2023,Digital,Customer Service,resolved,5
INT0006733,205404719,5/24/2022,Digital,Customer Service,escalated,3
INT0006734,205404046,3/29/2022,Voice,Card Issues,resolved,5
INT0006735,205403842,5/4/2023,Voice,Loan & Credit Problems,pending,2
INT0006736,205400499,3/17/2022,Self Service,Transaction Failures,resolved,5
INT0006737,205403073,8/2/2022,Voice,Transaction Failures,resolved,5
INT0006738,205402230,11/12/2022,Digital,Digital Banking Errors,resolved,3
INT0006739,205401497,8/16/2024,Voice,Transaction Failures,pending,1
INT0006740,205400214,6/12/2022,Self Service,Loan & Credit Problems,resolved,5
INT0006741,205401248,6/16/2022,Self Service,Others,resolved,5
INT0006742,205400391,11/5/2024,Self Service,Loan & Credit Problems,resolved,5
INT0006743,205402344,6/3/2024,Self Service,Loan & Credit Problems,resolved,5
INT0006744,205402073,1/22/2022,Digital,Others,resolved,5
INT0006745,205401387,1/12/2024,Digital,Card Issues,resolved,3
INT0006746,205401957,2/15/2023,Self Service,Loan & Credit Problems,resolved,3
INT0006747,205403652,5/23/2024,Self Service,Others,escalated,2
INT0006748,205404870,12/11/2023,Voice,Transaction Failures,resolved,3
INT0006749,205402533,10/2/2023,Digital,Customer Service,resolved,5
INT0006750,205403632,8/11/2022,Digital,Transaction Failures,resolved,5
INT0006751,205404058,4/27/2024,Voice,Others,resolved,5
INT0006752,205400988,6/7/2024,Physical,Customer Service,resolved,3
INT0006753,205402501,1/31/2023,Voice,Digital Banking Errors,resolved,4
INT0006754,205403870,3/30/2024,Self Service,Transaction Failures,resolved,4
INT0006755,205403708,9/22/2022,Voice,Card Issues,pending,2
INT0006756,205400873,12/31/2022,Digital,Loan & Credit Problems,resolved,5
INT0006757,205404576,2/16/2024,Digital,Digital Banking Errors,resolved,4
INT0006758,205403998,8/4/2023,Voice,Others,pending,4
INT0006759,205401304,12/3/2022,Self Service,Card Issues,resolved,5
INT0006760,205402021,4/4/2024,Self Service,Others,escalated,2
INT0006761,205403107,4/22/2024,Digital,Customer Service,resolved,3
INT0006762,205403221,2/8/2023,Self Service,Transaction Failures,resolved,5
INT0006763,205400755,10/6/2023,Physical,Card Issues,resolved,5
INT0006764,205404816,6/12/2023,Physical,Digital Banking Errors,resolved,4
INT0006765,205403293,10/15/2024,Physical,Others,resolved,4
INT0006766,205404181,1/13/2024,Voice,Card Issues,resolved,4
INT0006767,205400160,11/3/2024,Digital,Customer Service,resolved,5
INT0006768,205403109,8/25/2023,Digital,Loan & Credit Problems,resolved,4
INT0006769,205402906,2/25/2024,Self Service,Digital Banking Errors,escalated,2
INT0006770,205400390,12/26/2024,Physical,Others,pending,3
INT0006771,205402614,7/5/2022,Physical,Customer Service,resolved,5
INT0006772,205401302,7/25/2022,Voice,Transaction Failures,pending,3
INT0006773,205403437,4/4/2022,Physical,Loan & Credit Problems,resolved,5
INT0006774,205403412,8/1/2024,Voice,Customer Service,pending,4
INT0006775,205404884,10/14/2024,Voice,Digital Banking Errors,pending,2
INT0006776,205401801,9/7/2022,Physical,Customer Service,resolved,5
INT0006777,205404008,2/3/2024,Voice,Transaction Failures,resolved,3
INT0006778,205401267,4/5/2022,Voice,Card Issues,resolved,5
INT0006779,205401143,2/21/2022,Self Service,Card Issues,resolved,5
INT0006780,205400224,12/20/2023,Self Service,Digital Banking Errors,resolved,5
INT0006781,205403186,5/24/2023,Physical,Others,resolved,5
INT0006782,205401732,2/13/2024,Self Service,Card Issues,resolved,5
INT0006783,205402306,12/4/2024,Digital,Customer Service,pending,1
INT0006784,205400894,8/10/2022,Voice,Transaction Failures,pending,2
INT0006785,205401029,8/3/2022,Digital,Digital Banking Errors,resolved,5
INT0006786,205404821,6/7/2024,Digital,Digital Banking Errors,resolved,5
INT0006787,205403805,1/11/2024,Digital,Digital Banking Errors,pending,3
INT0006788,205403654,12/9/2022,Physical,Customer Service,pending,2
INT0006789,205401987,10/7/2022,Self Service,Customer Service,resolved,5
INT0006790,205401235,11/23/2024,Digital,Transaction Failures,resolved,5
INT0006791,205400562,11/29/2024,Self Service,Others,resolved,4
INT0006792,205400321,11/2/2023,Digital,Card Issues,resolved,5
INT0006793,205400536,8/22/2024,Self Service,Others,pending,3
INT0006794,205403223,10/26/2023,Voice,Customer Service,resolved,5
INT0006795,205400433,7/27/2023,Digital,Card Issues,resolved,3
INT0006796,205404719,6/27/2023,Self Service,Loan & Credit Problems,resolved,3
INT0006797,205404973,5/12/2024,Voice,Others,resolved,4
INT0006798,205403962,3/10/2023,Digital,Others,pending,2
INT0006799,205401963,7/7/2024,Digital,Digital Banking Errors,resolved,4
INT0006800,205403426,9/15/2024,Physical,Customer Service,resolved,3
INT0006801,205404643,1/8/2022,Digital,Others,resolved,5
INT0006802,205404842,3/26/2023,Voice,Card Issues,resolved,4
INT0006803,205404030,4/28/2022,Physical,Card Issues,resolved,5
INT0006804,205403229,12/14/2023,Digital,Card Issues,escalated,3
INT0006805,205402216,8/19/2023,Voice,Digital Banking Errors,pending,1
INT0006806,205400907,8/8/2022,Voice,Digital Banking Errors,resolved,5
INT0006807,205400457,1/11/2023,Physical,Customer Service,escalated,3
INT0006808,205404692,10/25/2024,Digital,Loan & Credit Problems,resolved,5
INT0006809,205401052,10/8/2024,Self Service,Others,pending,3
INT0006810,205402756,12/5/2022,Self Service,Digital Banking Errors,escalated,1
INT0006811,205402421,12/23/2024,Self Service,Transaction Failures,resolved,4
INT0006812,205401419,10/14/2022,Self Service,Transaction Failures,pending,3
INT0006813,205404003,2/24/2024,Physical,Transaction Failures,pending,3
INT0006814,205400493,1/2/2024,Physical,Customer Service,resolved,5
INT0006815,205402375,5/31/2024,Voice,Customer Service,pending,2
INT0006816,205400895,11/27/2023,Voice,Loan & Credit Problems,resolved,5
INT0006817,205403783,2/7/2022,Digital,Card Issues,resolved,3
INT0006818,205401297,1/30/2022,Physical,Card Issues,resolved,5
INT0006819,205402730,9/19/2022,Digital,Transaction Failures,escalated,1
INT0006820,205404928,12/11/2022,Digital,Digital Banking Errors,resolved,5
INT0006821,205404006,9/6/2024,Self Service,Customer Service,resolved,5
INT0006822,205401762,11/10/2023,Voice,Card Issues,resolved,4
INT0006823,205404817,9/18/2023,Voice,Transaction Failures,resolved,5
INT0006824,205404201,12/31/2024,Physical,Card Issues,resolved,4
INT0006825,205403194,4/19/2023,Self Service,Customer Service,resolved,5
INT0006826,205401475,5/23/2024,Voice,Transaction Failures,resolved,4
INT0006827,205401489,7/28/2024,Digital,Customer Service,resolved,5
INT0006828,205401537,12/30/2024,Digital,Others,resolved,5
INT0006829,205402927,5/3/2022,Voice,Customer Service,resolved,4
INT0006830,205403426,12/8/2023,Physical,Customer Service,resolved,4
INT0006831,205401681,11/3/2023,Physical,Digital Banking Errors,pending,2
INT0006832,205401209,10/12/2022,Voice,Card Issues,escalated,2
INT0006833,205403312,5/18/2024,Digital,Transaction Failures,resolved,5
INT0006834,205402781,3/26/2024,Self Service,Customer Service,resolved,5
INT0006835,205403470,6/27/2024,Digital,Card Issues,resolved,3
INT0006836,205404382,3/19/2024,Self Service,Loan & Credit Problems,escalated,1
INT0006837,205402221,2/3/2022,Physical,Card Issues,resolved,5
INT0006838,205404461,2/1/2023,Physical,Customer Service,resolved,5
INT0006839,205401041,10/28/2023,Physical,Card Issues,resolved,5
INT0006840,205404635,9/14/2022,Voice,Transaction Failures,resolved,3
INT0006841,205403307,12/5/2024,Digital,Loan & Credit Problems,resolved,5
INT0006842,205404422,10/12/2023,Physical,Loan & Credit Problems,pending,2
INT0006843,205401337,1/28/2024,Voice,Others,resolved,4
INT0006844,205402841,2/6/2022,Physical,Others,resolved,5
INT0006845,205403224,3/12/2023,Digital,Customer Service,resolved,3
INT0006846,205400302,5/3/2023,Digital,Transaction Failures,pending,2
INT0006847,205400901,12/23/2022,Voice,Others,pending,3
INT0006848,205400734,4/19/2022,Self Service,Transaction Failures,resolved,5
INT0006849,205401165,9/14/2023,Physical,Digital Banking Errors,resolved,3
INT0006850,205401323,12/30/2022,Voice,Customer Service,resolved,5
INT0006851,205403160,5/12/2023,Voice,Loan & Credit Problems,resolved,4
INT0006852,205401864,6/7/2023,Physical,Others,resolved,4
INT0006853,205403863,1/25/2022,Voice,Transaction Failures,resolved,4
INT0006854,205403000,9/29/2023,Digital,Digital Banking Errors,resolved,5
INT0006855,205404283,9/24/2024,Digital,Transaction Failures,resolved,4
INT0006856,205401178,6/17/2022,Physical,Customer Service,resolved,5
INT0006857,205402262,10/19/2023,Digital,Others,pending,1
INT0006858,205400896,1/29/2024,Self Service,Loan & Credit Problems,escalated,1
INT0006859,205402654,2/7/2023,Self Service,Loan & Credit Problems,resolved,4
INT0006860,205400749,1/15/2023,Voice,Others,resolved,4
INT0006861,205404869,6/10/2022,Digital,Transaction Failures,pending,1
INT0006862,205400793,7/10/2022,Self Service,Customer Service,resolved,5
INT0006863,205400807,10/11/2024,Self Service,Loan & Credit Problems,resolved,4
INT0006864,205403221,10/18/2024,Voice,Others,escalated,2
INT0006865,205404704,1/19/2024,Self Service,Digital Banking Errors,resolved,4
INT0006866,205404820,3/30/2022,Self Service,Digital Banking Errors,pending,2
INT0006867,205402603,6/23/2023,Self Service,Loan & Credit Problems,resolved,4
INT0006868,205404848,5/3/2024,Digital,Others,resolved,3
INT0006869,205400583,5/18/2022,Voice,Transaction Failures,resolved,5
INT0006870,205403066,8/22/2022,Voice,Digital Banking Errors,resolved,5
INT0006871,205402221,4/4/2023,Physical,Digital Banking Errors,resolved,4
INT0006872,205401167,6/27/2022,Voice,Others,pending,2
INT0006873,205404636,8/25/2022,Physical,Card Issues,resolved,5
INT0006874,205402540,11/24/2022,Digital,Loan & Credit Problems,resolved,5
INT0006875,205401266,12/7/2024,Physical,Customer Service,pending,3
INT0006876,205402785,12/5/2022,Self Service,Card Issues,escalated,2
INT0006877,205404635,1/24/2022,Physical,Loan & Credit Problems,resolved,5
INT0006878,205402391,4/23/2023,Self Service,Others,resolved,5
INT0006879,205403920,3/18/2022,Voice,Digital Banking Errors,resolved,5
INT0006880,205400896,7/27/2023,Voice,Loan & Credit Problems,resolved,3
INT0006881,205404252,8/3/2023,Physical,Customer Service,resolved,5
INT0006882,205403579,9/25/2024,Physical,Customer Service,pending,3
INT0006883,205402855,9/27/2024,Self Service,Card Issues,pending,3
INT0006884,205403045,10/29/2024,Voice,Digital Banking Errors,resolved,5
INT0006885,205400354,3/19/2024,Voice,Card Issues,resolved,5
INT0006886,205403350,8/26/2023,Physical,Others,resolved,5
INT0006887,205403709,1/20/2022,Digital,Others,resolved,5
INT0006888,205402995,5/15/2022,Digital,Card Issues,pending,3
INT0006889,205403613,9/25/2024,Physical,Digital Banking Errors,escalated,2
INT0006890,205403092,6/20/2022,Self Service,Loan & Credit Problems,pending,1
INT0006891,205404101,7/15/2024,Voice,Digital Banking Errors,resolved,4
INT0006892,205404790,6/24/2022,Digital,Customer Service,pending,3
INT0006893,205401346,4/23/2023,Voice,Loan & Credit Problems,resolved,5
INT0006894,205403558,3/12/2023,Digital,Digital Banking Errors,resolved,4
INT0006895,205401727,9/11/2022,Voice,Others,resolved,3
INT0006896,205403654,12/15/2024,Digital,Loan & Credit Problems,resolved,4
INT0006897,205401099,4/18/2023,Digital,Digital Banking Errors,resolved,3
INT0006898,205404375,4/2/2024,Physical,Customer Service,resolved,3
INT0006899,205404044,3/17/2022,Physical,Customer Service,pending,3
INT0006900,205400454,9/16/2024,Digital,Others,resolved,3
INT0006901,205400336,8/19/2022,Digital,Customer Service,resolved,4
INT0006902,205401376,7/2/2023,Physical,Transaction Failures,pending,2
INT0006903,205401986,9/15/2024,Self Service,Transaction Failures,escalated,2
INT0006904,205401735,6/8/2022,Digital,Card Issues,pending,1
INT0006905,205403158,12/29/2024,Digital,Card Issues,pending,2
INT0006906,205404783,8/22/2022,Digital,Digital Banking Errors,escalated,3
INT0006907,205402155,5/1/2023,Self Service,Digital Banking Errors,pending,3
INT0006908,205401522,6/20/2023,Self Service,Customer Service,resolved,5
INT0006909,205402264,1/19/2023,Physical,Transaction Failures,escalated,1
INT0006910,205404476,9/1/2023,Digital,Transaction Failures,pending,3
INT0006911,205400246,9/12/2024,Physical,Loan & Credit Problems,escalated,1
INT0006912,205403253,4/21/2024,Physical,Others,resolved,3
INT0006913,205401010,7/23/2022,Self Service,Others,pending,3
INT0006914,205403360,5/5/2023,Voice,Digital Banking Errors,resolved,4
INT0006915,205400674,6/25/2023,Self Service,Loan & Credit Problems,resolved,5
INT0006916,205400304,9/30/2023,Self Service,Loan & Credit Problems,pending,2
INT0006917,205403179,12/22/2022,Self Service,Transaction Failures,escalated,1
INT0006918,205402208,6/19/2024,Self Service,Digital Banking Errors,resolved,5
INT0006919,205402830,8/6/2024,Self Service,Others,resolved,5
INT0006920,205402592,10/27/2022,Voice,Digital Banking Errors,pending,2
INT0006921,205404904,11/24/2024,Self Service,Card Issues,pending,3
INT0006922,205404921,9/13/2022,Voice,Digital Banking Errors,escalated,1
INT0006923,205403531,4/10/2024,Digital,Digital Banking Errors,resolved,4
INT0006924,205403756,10/3/2024,Self Service,Card Issues,resolved,4
INT0006925,205402167,8/29/2022,Physical,Loan & Credit Problems,resolved,3
INT0006926,205400272,12/15/2024,Voice,Transaction Failures,pending,2
INT0006927,205404715,6/5/2023,Digital,Others,resolved,5
INT0006928,205402408,5/21/2024,Voice,Loan & Credit Problems,escalated,2
INT0006929,205404968,8/31/2023,Physical,Digital Banking Errors,resolved,4
INT0006930,205400528,4/26/2023,Physical,Customer Service,pending,1
INT0006931,205403132,8/22/2024,Physical,Card Issues,resolved,4
INT0006932,205400877,1/2/2022,Self Service,Customer Service,pending,2
INT0006933,205402980,2/14/2024,Self Service,Digital Banking Errors,resolved,5
INT0006934,205403270,9/20/2024,Digital,Transaction Failures,resolved,5
INT0006935,205401339,12/20/2022,Self Service,Transaction Failures,resolved,3
INT0006936,205400844,7/23/2022,Self Service,Card Issues,resolved,5
INT0006937,205400085,7/15/2023,Physical,Card Issues,resolved,5
INT0006938,205403752,9/23/2022,Digital,Transaction Failures,pending,1
INT0006939,205401438,10/17/2023,Voice,Digital Banking Errors,escalated,2
INT0006940,205404703,12/24/2023,Voice,Transaction Failures,resolved,4
INT0006941,205402878,5/7/2023,Digital,Transaction Failures,resolved,4
INT0006942,205401776,3/15/2023,Physical,Customer Service,resolved,4
INT0006943,205403902,8/29/2024,Voice,Others,resolved,3
INT0006944,205400834,12/11/2022,Voice,Digital Banking Errors,resolved,3
INT0006945,205402103,11/24/2022,Physical,Others,pending,4
INT0006946,205400060,5/4/2022,Voice,Customer Service,resolved,4
INT0006947,205400696,11/14/2024,Digital,Others,resolved,5
INT0006948,205401181,3/14/2022,Voice,Digital Banking Errors,pending,3
INT0006949,205401386,3/22/2022,Digital,Transaction Failures,pending,3
INT0006950,205400929,10/31/2024,Self Service,Card Issues,resolved,5
INT0006951,205400473,8/5/2022,Digital,Others,resolved,5
INT0006952,205401894,1/13/2022,Physical,Customer Service,resolved,5
INT0006953,205403187,8/24/2022,Self Service,Card Issues,resolved,5
INT0006954,205404747,1/22/2024,Digital,Loan & Credit Problems,escalated,3
INT0006955,205401044,11/29/2022,Self Service,Digital Banking Errors,resolved,4
INT0006956,205400351,2/23/2022,Digital,Digital Banking Errors,resolved,4
INT0006957,205400439,12/28/2023,Voice,Customer Service,escalated,1
INT0006958,205400304,7/30/2023,Physical,Digital Banking Errors,pending,1
INT0006959,205402250,10/4/2024,Digital,Card Issues,resolved,5
INT0006960,205401437,1/28/2022,Digital,Card Issues,pending,3
INT0006961,205401015,10/9/2023,Self Service,Others,resolved,5
INT0006962,205403211,11/7/2023,Voice,Customer Service,pending,1
INT0006963,205403184,9/15/2024,Physical,Card Issues,pending,3
INT0006964,205403697,11/15/2024,Digital,Transaction Failures,resolved,3
INT0006965,205402724,6/13/2024,Digital,Others,resolved,5
INT0006966,205400188,2/4/2024,Physical,Transaction Failures,resolved,5
INT0006967,205402558,12/18/2023,Voice,Digital Banking Errors,escalated,2
INT0006968,205401081,12/5/2023,Physical,Transaction Failures,resolved,3
INT0006969,205401385,5/29/2022,Physical,Others,resolved,3
INT0006970,205403895,6/5/2022,Physical,Loan & Credit Problems,escalated,2
INT0006971,205403020,6/21/2024,Physical,Digital Banking Errors,resolved,5
INT0006972,205402788,9/2/2023,Voice,Digital Banking Errors,resolved,4
INT0006973,205402758,3/14/2023,Digital,Loan & Credit Problems,escalated,2
INT0006974,205403418,9/9/2024,Self Service,Loan & Credit Problems,resolved,3
INT0006975,205404053,7/11/2023,Self Service,Others,resolved,5
INT0006976,205402426,3/23/2022,Physical,Others,resolved,4
INT0006977,205400588,6/18/2024,Physical,Digital Banking Errors,escalated,2
INT0006978,205401282,10/27/2022,Self Service,Digital Banking Errors,resolved,4
INT0006979,205402528,1/9/2023,Digital,Others,pending,3
INT0006980,205403956,5/13/2023,Physical,Others,resolved,5
INT0006981,205401473,9/17/2024,Physical,Digital Banking Errors,resolved,5
INT0006982,205401050,8/26/2023,Self Service,Customer Service,resolved,5
INT0006983,205402114,11/8/2023,Self Service,Others,resolved,5
INT0006984,205400209,9/18/2024,Physical,Customer Service,pending,4
INT0006985,205400868,7/2/2024,Self Service,Transaction Failures,pending,2
INT0006986,205400650,9/19/2022,Physical,Others,resolved,5
INT0006987,205400446,2/7/2023,Voice,Transaction Failures,resolved,5
INT0006988,205400911,12/18/2023,Voice,Others,resolved,4
INT0006989,205404783,8/31/2024,Physical,Others,resolved,3
INT0006990,205401308,12/5/2024,Digital,Transaction Failures,resolved,4
INT0006991,205401721,8/11/2022,Self Service,Customer Service,resolved,5
INT0006992,205403047,1/17/2023,Self Service,Transaction Failures,resolved,3
INT0006993,205402719,11/24/2024,Voice,Loan & Credit Problems,resolved,4
INT0006994,205400155,4/25/2023,Physical,Others,pending,1
INT0006995,205402206,2/20/2024,Digital,Transaction Failures,resolved,5
INT0006996,205401684,10/30/2022,Digital,Transaction Failures,resolved,4
INT0006997,205401350,8/2/2022,Self Service,Customer Service,resolved,4
INT0006998,205404017,2/1/2023,Self Service,Transaction Failures,resolved,5
INT0006999,205403212,5/28/2022,Physical,Loan & Credit Problems,resolved,5
INT0007000,205402164,3/15/2022,Self Service,Card Issues,resolved,4
INT0007001,205404467,5/26/2023,Physical,Others,resolved,3
INT0007002,205400932,9/1/2022,Physical,Loan & Credit Problems,resolved,5
INT0007003,205404407,8/25/2023,Digital,Card Issues,resolved,4
INT0007004,205401503,7/30/2024,Voice,Digital Banking Errors,resolved,4
INT0007005,205404669,1/7/2023,Physical,Loan & Credit Problems,pending,1
INT0007006,205402182,12/3/2022,Physical,Card Issues,resolved,5
INT0007007,205404678,10/25/2023,Voice,Digital Banking Errors,resolved,4
INT0007008,205401455,5/12/2024,Digital,Customer Service,escalated,1
INT0007009,205404251,1/4/2023,Digital,Digital Banking Errors,resolved,3
INT0007010,205401084,7/5/2023,Physical,Customer Service,resolved,5
INT0007011,205402416,4/9/2023,Digital,Digital Banking Errors,pending,3
INT0007012,205404498,4/16/2023,Physical,Others,resolved,5
INT0007013,205400167,12/2/2024,Voice,Loan & Credit Problems,pending,2
INT0007014,205402626,6/12/2022,Physical,Transaction Failures,pending,2
INT0007015,205403577,6/11/2023,Self Service,Card Issues,pending,1
INT0007016,205402742,2/18/2024,Self Service,Customer Service,resolved,5
INT0007017,205404818,4/13/2023,Self Service,Customer Service,resolved,4
INT0007018,205403567,12/6/2022,Digital,Customer Service,resolved,4
INT0007019,205400980,11/27/2023,Physical,Others,escalated,2
INT0007020,205401550,11/17/2024,Physical,Digital Banking Errors,resolved,5
INT0007021,205401955,12/5/2024,Physical,Digital Banking Errors,escalated,1
INT0007022,205402793,12/17/2022,Voice,Others,resolved,3
INT0007023,205401005,2/17/2023,Digital,Others,resolved,4
INT0007024,205400994,11/6/2023,Voice,Card Issues,pending,3
INT0007025,205402232,10/30/2024,Voice,Transaction Failures,escalated,2
INT0007026,205404559,7/4/2024,Self Service,Customer Service,resolved,5
INT0007027,205400997,1/25/2022,Voice,Digital Banking Errors,pending,3
INT0007028,205402875,7/17/2023,Digital,Card Issues,resolved,3
INT0007029,205401347,4/30/2022,Digital,Customer Service,resolved,5
INT0007030,205404412,11/14/2023,Voice,Card Issues,pending,2
INT0007031,205404992,4/24/2022,Physical,Others,resolved,5
INT0007032,205401820,7/6/2023,Voice,Card Issues,resolved,4
INT0007033,205401657,11/7/2022,Physical,Others,resolved,3
INT0007034,205401693,2/22/2022,Voice,Transaction Failures,pending,3
INT0007035,205404101,11/24/2023,Physical,Others,resolved,5
INT0007036,205402539,11/26/2024,Self Service,Digital Banking Errors,escalated,2
INT0007037,205401939,10/24/2024,Physical,Others,resolved,4
INT0007038,205404020,1/21/2023,Voice,Card Issues,resolved,5
INT0007039,205402053,4/26/2024,Digital,Transaction Failures,resolved,4
INT0007040,205404584,7/2/2023,Self Service,Customer Service,pending,4
INT0007041,205400438,6/23/2022,Voice,Others,resolved,5
INT0007042,205404075,12/23/2023,Digital,Card Issues,resolved,3
INT0007043,205401148,10/8/2023,Self Service,Transaction Failures,resolved,4
INT0007044,205402960,11/21/2024,Physical,Transaction Failures,resolved,4
INT0007045,205402509,5/20/2022,Physical,Others,pending,1
INT0007046,205400027,8/25/2022,Voice,Digital Banking Errors,resolved,4
INT0007047,205400164,1/28/2023,Physical,Card Issues,resolved,3
INT0007048,205401027,10/5/2023,Self Service,Others,resolved,4
INT0007049,205400767,1/25/2023,Physical,Card Issues,resolved,5
INT0007050,205403393,7/19/2023,Digital,Transaction Failures,resolved,4
INT0007051,205404554,7/1/2024,Physical,Card Issues,resolved,4
INT0007052,205403263,5/5/2022,Voice,Others,resolved,4
INT0007053,205401611,3/3/2022,Voice,Digital Banking Errors,resolved,5
INT0007054,205400330,11/1/2022,Voice,Customer Service,resolved,4
INT0007055,205403190,12/1/2022,Digital,Customer Service,resolved,5
INT0007056,205403754,6/11/2023,Physical,Card Issues,pending,3
INT0007057,205404584,9/1/2022,Digital,Digital Banking Errors,resolved,5
INT0007058,205402257,10/6/2024,Physical,Loan & Credit Problems,resolved,5
INT0007059,205404933,5/24/2022,Physical,Loan & Credit Problems,resolved,3
INT0007060,205400009,6/19/2024,Digital,Digital Banking Errors,resolved,4
INT0007061,205401260,3/22/2022,Self Service,Others,pending,3
INT0007062,205401463,1/16/2024,Digital,Customer Service,escalated,1
INT0007063,205404497,4/12/2023,Digital,Loan & Credit Problems,pending,4
INT0007064,205401424,9/1/2022,Self Service,Loan & Credit Problems,resolved,5
INT0007065,205400350,4/23/2022,Voice,Customer Service,pending,2
INT0007066,205404969,3/3/2023,Digital,Others,resolved,4
INT0007067,205402116,8/3/2022,Digital,Transaction Failures,resolved,4
INT0007068,205401453,9/20/2022,Physical,Customer Service,resolved,5
INT0007069,205401731,6/17/2023,Physical,Loan & Credit Problems,pending,3
INT0007070,205400904,2/8/2022,Physical,Card Issues,resolved,3
INT0007071,205404920,8/11/2022,Digital,Customer Service,resolved,5
INT0007072,205401864,4/21/2022,Physical,Loan & Credit Problems,pending,3
INT0007073,205402068,6/8/2023,Digital,Customer Service,resolved,5
INT0007074,205400465,9/8/2023,Self Service,Customer Service,pending,2
INT0007075,205402907,1/6/2024,Physical,Others,pending,3
INT0007076,205402966,10/14/2023,Voice,Card Issues,resolved,5
INT0007077,205402338,3/12/2024,Physical,Transaction Failures,resolved,4
INT0007078,205401695,7/6/2022,Self Service,Card Issues,resolved,5
INT0007079,205403565,11/8/2022,Physical,Card Issues,resolved,5
INT0007080,205404005,11/20/2023,Self Service,Others,resolved,5
INT0007081,205400037,12/12/2024,Digital,Transaction Failures,escalated,2
INT0007082,205401061,4/24/2023,Self Service,Loan & Credit Problems,resolved,4
INT0007083,205400679,5/14/2023,Digital,Transaction Failures,resolved,5
INT0007084,205400072,3/5/2024,Physical,Digital Banking Errors,resolved,4
INT0007085,205402610,12/19/2024,Digital,Transaction Failures,pending,1
INT0007086,205400810,8/30/2024,Physical,Card Issues,resolved,5
INT0007087,205400341,8/13/2024,Self Service,Others,resolved,5
INT0007088,205404440,8/28/2023,Voice,Digital Banking Errors,resolved,4
INT0007089,205400596,8/2/2024,Self Service,Card Issues,resolved,4
INT0007090,205401570,7/19/2023,Digital,Digital Banking Errors,resolved,5
INT0007091,205402011,5/30/2024,Digital,Loan & Credit Problems,resolved,4
INT0007092,205400175,12/15/2023,Digital,Loan & Credit Problems,resolved,4
INT0007093,205400638,5/3/2022,Physical,Card Issues,pending,2
INT0007094,205401107,9/15/2023,Self Service,Digital Banking Errors,resolved,5
INT0007095,205401751,4/29/2022,Physical,Transaction Failures,resolved,5
INT0007096,205402849,10/24/2022,Physical,Digital Banking Errors,resolved,5
INT0007097,205401605,1/26/2024,Self Service,Card Issues,pending,2
INT0007098,205400841,1/23/2024,Physical,Card Issues,resolved,4
INT0007099,205404708,11/15/2023,Digital,Others,resolved,3
INT0007100,205400051,8/24/2022,Self Service,Transaction Failures,resolved,4
INT0007101,205401402,7/20/2022,Digital,Digital Banking Errors,escalated,1
INT0007102,205400128,8/31/2022,Voice,Card Issues,resolved,4
INT0007103,205404218,7/13/2023,Self Service,Customer Service,resolved,5
INT0007104,205403425,3/13/2023,Digital,Digital Banking Errors,resolved,4
INT0007105,205400721,9/1/2024,Self Service,Transaction Failures,resolved,4
INT0007106,205400771,7/15/2022,Digital,Customer Service,escalated,2
